PM10,PM25,TVOC,CO2,RISK
7,5,67,400,Moderate
7,5,56,400,Low
7,5,189,400,Moderate
7,5,25,400,Low
7,5,53,445,Low
7,5,45,433,Low
7,5,34,431,Low
7,5,65,406,Moderate
7,5,83,400,Moderate
7,5,45,436,Low
7,5,82,422,Moderate
7,5,96,400,Moderate
7,5,59,400,Low
7,5,40,400,Low
7,5,68,450,Moderate
7,5,74,400,Moderate
7,5,85,448,Moderate
7,5,23,405,Low
7,5,73,400,Moderate
7,5,66,410,Moderate
7,5,67,400,Moderate
7,5,65,400,Moderate
7,5,62,400,Low
7,5,106,400,Moderate
7,5,99,400,Moderate
7,5,60,400,Low
7,5,79,400,Moderate
7,5,76,400,Moderate
7,5,27,400,Low
7,5,60,400,Low
7,5,126,400,Moderate
7,5,86,414,Moderate
7,5,29,435,Low
7,5,73,404,Moderate
7,5,108,400,Moderate
7,5,38,400,Low
7,5,43,469,Low
7,5,28,400,Low
7,5,0,414,Low
7,5,64,400,Low
7,5,23,400,Low
7,5,141,400,Moderate
7,5,0,400,Low
7,5,36,400,Low
7,5,39,403,Low
7,5,82,400,Moderate
7,5,34,400,Low
7,5,73,404,Moderate
7,5,113,400,Moderate
7,5,28,400,Low
7,5,0,400,Low
7,5,58,400,Low
7,5,66,400,Moderate
7,5,74,450,Moderate
7,5,56,400,Low
7,5,120,400,Moderate
7,5,79,417,Moderate
7,5,70,400,Moderate
7,5,90,400,Moderate
7,5,117,400,Moderate
7,5,61,403,Low
7,5,73,400,Moderate
7,5,53,400,Low
7,5,71,400,Moderate
7,5,72,400,Moderate
7,5,39,400,Low
7,5,72,400,Moderate
7,5,46,400,Low
7,5,33,400,Low
7,5,24,400,Low
7,5,23,400,Low
7,5,49,400,Low
7,5,34,400,Low
7,5,47,400,Low
7,5,24,400,Low
7,5,26,400,Low
7,5,32,400,Low
7,5,12,400,Low
7,5,74,400,Moderate
7,5,26,412,Low
7,5,0,400,Low
7,5,70,400,Moderate
7,5,85,400,Moderate
7,5,26,400,Low
7,5,78,400,Moderate
7,5,39,400,Low
7,5,56,400,Low
7,5,72,400,Moderate
7,5,58,400,Low
7,5,52,400,Low
7,5,90,400,Moderate
7,5,114,400,Moderate
7,5,84,438,Moderate
7,5,36,400,Low
7,5,122,400,Moderate
7,5,41,400,Low
7,5,105,400,Moderate
7,5,81,400,Moderate
7,5,2,400,Low
7,5,40,400,Low
7,5,121,401,Moderate
7,5,80,400,Moderate
7,5,44,400,Low
7,5,88,409,Moderate
7,5,0,400,Low
7,5,27,400,Low
7,5,61,400,Low
7,5,45,400,Low
7,5,0,400,Low
7,5,76,400,Moderate
7,5,39,400,Low
7,5,69,400,Moderate
7,5,92,433,Moderate
7,5,50,400,Low
7,5,5,400,Low
7,5,145,400,Moderate
7,5,67,400,Moderate
7,5,63,400,Low
7,5,138,400,Moderate
7,5,70,400,Moderate
7,5,61,435,Low
7,5,33,400,Low
7,5,96,400,Moderate
7,5,0,400,Low
7,5,46,400,Low
7,5,13,400,Low
7,5,28,400,Low
7,5,0,400,Low
7,5,69,400,Moderate
7,5,25,400,Low
7,5,38,400,Low
7,5,54,400,Low
7,5,36,400,Low
7,5,16,400,Low
7,5,105,400,Moderate
7,5,50,400,Low
7,5,74,400,Moderate
7,5,53,400,Low
7,5,69,400,Moderate
7,5,81,400,Moderate
7,5,56,400,Low
7,5,22,400,Low
7,5,59,400,Low
7,5,24,403,Low
7,5,15,400,Low
7,5,56,433,Low
7,5,56,400,Low
7,5,46,400,Low
7,5,99,400,Moderate
7,5,66,400,Moderate
7,5,24,400,Low
7,5,60,400,Low
7,5,67,409,Moderate
7,5,26,400,Low
7,5,67,400,Moderate
7,5,26,400,Low
7,5,0,400,Low
7,5,68,400,Moderate
7,5,65,400,Moderate
7,5,32,400,Low
7,5,40,410,Low
7,5,35,400,Low
7,5,64,400,Low
7,5,27,400,Low
7,5,69,400,Moderate
7,5,74,425,Moderate
7,5,24,400,Low
7,5,63,400,Low
7,5,25,462,Low
7,5,65,400,Moderate
7,5,21,400,Low
7,5,49,400,Low
7,5,35,400,Low
7,5,35,400,Low
7,5,28,429,Low
7,5,36,400,Low
7,5,90,400,Moderate
7,5,46,400,Low
7,5,47,400,Low
7,5,88,400,Moderate
7,5,105,400,Moderate
7,5,67,418,Moderate
7,5,80,400,Moderate
7,5,95,400,Moderate
7,5,19,400,Low
7,5,93,400,Moderate
7,5,40,400,Low
7,5,41,400,Low
7,5,77,400,Moderate
7,5,74,400,Moderate
7,5,53,416,Low
7,5,69,451,Moderate
7,5,87,408,Moderate
7,5,59,400,Low
7,5,51,453,Low
7,5,75,420,Moderate
7,5,141,400,Moderate
7,5,18,434,Low
7,5,67,400,Moderate
7,5,130,400,Moderate
7,5,80,412,Moderate
7,5,30,400,Low
7,5,124,400,Moderate
7,5,32,400,Low
7,5,47,429,Low
7,5,41,400,Low
7,5,82,432,Moderate
7,5,119,406,Moderate
7,5,68,438,Moderate
7,5,81,400,Moderate
7,5,82,403,Moderate
7,5,73,428,Moderate
7,5,63,426,Low
7,5,58,431,Low
7,5,75,429,Moderate
7,5,80,455,Moderate
7,5,56,432,Low
7,5,74,445,Moderate
7,5,56,400,Low
7,5,86,425,Moderate
7,5,57,400,Low
7,5,55,400,Low
7,5,123,403,Moderate
7,5,166,400,Moderate
7,5,107,400,Moderate
7,5,97,456,Moderate
7,5,32,400,Low
7,5,66,427,Moderate
7,5,74,413,Moderate
7,5,73,469,Moderate
7,5,8,400,Low
7,5,68,439,Moderate
7,5,82,400,Moderate
7,5,20,444,Low
7,5,107,400,Moderate
7,5,50,400,Low
7,5,66,427,Moderate
7,5,11,400,Low
7,5,47,440,Low
7,5,83,400,Moderate
7,5,90,433,Moderate
7,5,40,400,Low
7,5,86,400,Moderate
7,5,53,400,Low
7,5,49,400,Low
7,5,119,400,Moderate
7,5,76,424,Moderate
7,5,61,400,Low
7,5,65,400,Moderate
7,5,48,400,Low
7,5,38,410,Low
7,5,72,400,Moderate
7,5,89,414,Moderate
7,5,30,400,Low
7,5,53,440,Low
7,5,23,441,Low
7,5,86,421,Moderate
7,5,2,400,Low
7,5,97,400,Moderate
7,5,44,400,Low
7,5,75,400,Moderate
7,5,14,428,Low
7,5,79,400,Moderate
7,5,71,493,Moderate
7,5,73,400,Moderate
7,5,86,501,Moderate
7,5,47,400,Low
7,5,37,400,Low
7,5,69,400,Moderate
7,5,21,400,Low
7,5,130,420,Moderate
7,5,66,400,Moderate
7,5,71,400,Moderate
7,5,37,400,Low
7,5,67,400,Moderate
7,5,38,400,Low
7,5,74,410,Moderate
7,5,65,400,Moderate
7,5,92,400,Moderate
7,5,38,469,Low
7,5,123,400,Moderate
7,5,69,400,Moderate
7,5,65,400,Moderate
7,5,44,413,Low
7,5,105,400,Moderate
7,5,61,400,Low
7,5,25,400,Low
7,5,47,400,Low
7,5,109,400,Moderate
7,5,49,400,Low
7,5,33,400,Low
7,5,67,440,Moderate
7,5,125,400,Moderate
7,5,72,400,Moderate
7,5,59,400,Low
7,5,53,400,Low
7,5,38,400,Low
7,5,27,400,Low
7,5,19,419,Low
7,5,31,400,Low
7,5,45,400,Low
7,5,114,400,Moderate
7,5,69,400,Moderate
7,5,42,400,Low
7,5,87,400,Moderate
7,5,41,400,Low
7,5,86,402,Moderate
7,5,66,400,Moderate
7,5,33,400,Low
7,5,3,400,Low
7,5,56,437,Low
7,5,88,400,Moderate
7,5,28,400,Low
7,5,7,400,Low
7,5,36,442,Low
7,5,52,400,Low
7,5,52,400,Low
7,5,59,400,Low
7,5,0,400,Low
7,5,80,400,Moderate
7,5,0,400,Low
7,5,27,400,Low
7,5,30,400,Low
7,5,41,400,Low
7,5,81,400,Moderate
7,5,0,400,Low
7,5,66,413,Moderate
7,5,35,400,Low
7,5,89,400,Moderate
7,5,29,400,Low
7,5,78,440,Moderate
7,5,61,400,Low
7,5,7,400,Low
7,5,54,400,Low
7,5,57,441,Low
7,5,63,451,Low
7,5,68,400,Moderate
7,5,40,400,Low
7,5,0,400,Low
7,5,40,413,Low
7,5,54,400,Low
7,5,54,408,Low
7,5,60,400,Low
7,5,77,400,Moderate
7,5,59,400,Low
7,5,63,400,Low
7,5,95,405,Moderate
7,5,51,400,Low
7,5,91,400,Moderate
7,5,86,400,Moderate
7,5,85,427,Moderate
7,5,94,400,Moderate
7,5,39,400,Low
7,5,79,400,Moderate
7,5,42,400,Low
7,5,141,400,Moderate
7,5,68,400,Moderate
7,5,65,400,Moderate
7,5,53,435,Low
7,5,66,400,Moderate
7,5,79,400,Moderate
7,5,54,400,Low
7,5,89,400,Moderate
7,5,16,400,Low
7,5,40,400,Low
7,5,20,400,Low
7,5,60,400,Low
7,5,99,400,Moderate
7,5,58,420,Low
7,5,101,400,Moderate
7,5,61,495,Low
7,5,97,400,Moderate
7,5,1,411,Low
7,5,54,467,Low
7,5,101,400,Moderate
7,5,48,427,Low
7,5,54,419,Low
7,5,11,422,Low
7,5,110,400,Moderate
7,5,80,400,Moderate
7,5,45,400,Low
7,5,68,400,Moderate
7,5,31,400,Low
7,5,58,400,Low
7,5,0,403,Low
7,5,44,400,Low
7,5,69,400,Moderate
7,5,79,400,Moderate
7,5,82,400,Moderate
7,5,11,400,Low
7,5,20,400,Low
7,5,74,411,Moderate
7,5,67,400,Moderate
7,5,75,418,Moderate
7,5,33,400,Low
7,5,84,400,Moderate
7,5,0,400,Low
7,5,61,400,Low
7,5,5,400,Low
7,5,48,400,Low
7,5,25,400,Low
7,5,112,400,Moderate
7,5,94,400,Moderate
7,5,42,400,Low
7,5,6,400,Low
7,5,79,400,Moderate
7,5,44,400,Low
7,5,56,400,Low
7,5,113,400,Moderate
7,5,21,400,Low
7,5,82,400,Moderate
7,5,18,450,Low
7,5,17,400,Low
7,5,50,400,Low
7,5,44,400,Low
7,5,58,400,Low
7,5,94,400,Moderate
7,5,48,422,Low
7,5,62,417,Low
7,5,51,400,Low
7,5,0,400,Low
7,5,19,400,Low
7,5,24,400,Low
7,5,16,402,Low
7,5,83,400,Moderate
7,5,22,400,Low
7,5,93,400,Moderate
7,5,40,400,Low
7,5,55,418,Low
7,5,52,400,Low
7,5,46,400,Low
7,5,60,431,Low
7,5,21,400,Low
7,5,70,408,Moderate
7,5,7,400,Low
7,5,19,400,Low
7,5,76,400,Moderate
7,5,64,400,Low
7,5,72,400,Moderate
7,5,57,400,Low
7,5,88,400,Moderate
7,5,107,400,Moderate
7,5,81,475,Moderate
7,5,84,402,Moderate
7,5,89,400,Moderate
7,5,101,400,Moderate
7,5,43,400,Low
7,5,19,400,Low
7,5,72,407,Moderate
7,5,50,545,Low
7,5,86,420,Moderate
7,5,14,410,Low
7,5,66,435,Moderate
7,5,38,400,Low
7,5,93,402,Moderate
7,5,76,428,Moderate
7,5,60,400,Low
7,5,95,419,Moderate
7,5,68,400,Moderate
7,5,76,400,Moderate
7,5,61,400,Low
7,5,140,400,Moderate
7,5,68,400,Moderate
7,5,74,400,Moderate
7,5,56,400,Low
7,5,35,400,Low
7,5,80,400,Moderate
7,5,22,400,Low
7,5,76,408,Moderate
7,5,11,427,Low
7,5,71,400,Moderate
7,5,77,400,Moderate
7,5,94,409,Moderate
7,5,22,400,Low
7,5,66,400,Moderate
7,5,63,401,Low
7,5,96,420,Moderate
7,5,24,400,Low
7,5,0,400,Low
7,5,13,400,Low
7,5,23,400,Low
7,5,82,400,Moderate
7,5,51,400,Low
7,5,42,400,Low
7,5,17,400,Low
7,5,49,400,Low
7,5,44,400,Low
7,5,63,400,Low
7,5,120,400,Moderate
7,5,53,400,Low
7,5,0,400,Low
7,5,44,400,Low
7,5,50,400,Low
7,5,71,400,Moderate
7,5,50,400,Low
7,5,105,400,Moderate
7,5,39,456,Low
7,5,70,400,Moderate
7,5,79,400,Moderate
7,5,31,400,Low
7,5,81,407,Moderate
7,5,68,400,Moderate
7,5,63,400,Low
7,5,113,400,Moderate
7,5,60,414,Low
7,5,25,400,Low
7,5,94,400,Moderate
7,5,46,411,Low
7,5,61,400,Low
7,5,53,400,Low
7,5,62,402,Low
7,5,70,400,Moderate
7,5,10,400,Low
7,5,40,400,Low
7,5,77,400,Moderate
7,5,65,400,Moderate
7,5,52,400,Low
7,5,2,400,Low
7,5,6,494,Low
7,5,0,400,Low
7,5,62,400,Low
7,5,86,420,Moderate
7,5,22,400,Low
7,5,8,407,Low
7,5,49,400,Low
7,5,37,400,Low
7,5,72,400,Moderate
7,5,7,420,Low
7,5,54,400,Low
7,5,34,400,Low
7,5,82,400,Moderate
7,5,64,400,Low
7,5,6,400,Low
7,5,86,400,Moderate
7,5,136,400,Moderate
7,5,95,400,Moderate
7,5,105,444,Moderate
7,5,19,400,Low
7,5,111,400,Moderate
7,5,90,400,Moderate
7,5,57,420,Low
7,5,89,400,Moderate
7,5,99,441,Moderate
7,5,64,400,Low
7,5,56,421,Low
7,5,61,400,Low
7,5,59,408,Low
7,5,103,460,Moderate
7,5,68,400,Moderate
7,5,109,400,Moderate
7,5,0,423,Low
7,5,104,400,Moderate
7,5,62,400,Low
7,5,52,400,Low
7,5,76,517,Moderate
7,5,119,400,Moderate
7,5,118,413,Moderate
7,5,78,400,Moderate
7,5,26,400,Low
7,5,63,419,Low
7,5,77,402,Moderate
7,5,38,400,Low
7,5,69,445,Moderate
7,5,69,400,Moderate
7,5,75,400,Moderate
7,5,0,400,Low
7,5,21,400,Low
7,5,24,400,Low
7,5,49,400,Low
7,5,24,406,Low
7,5,57,400,Low
7,5,38,400,Low
7,5,53,421,Low
7,5,110,400,Moderate
7,5,64,472,Low
7,5,85,400,Moderate
7,5,15,400,Low
7,5,16,400,Low
7,5,136,401,Moderate
7,5,54,400,Low
7,5,38,400,Low
7,5,49,400,Low
7,5,48,400,Low
7,5,45,400,Low
7,5,59,400,Low
7,5,58,400,Low
7,5,73,400,Moderate
7,5,45,400,Low
7,5,80,400,Moderate
7,5,0,400,Low
7,5,103,400,Moderate
7,5,30,400,Low
7,5,51,400,Low
7,5,57,400,Low
7,5,90,400,Moderate
7,5,37,478,Low
7,5,66,400,Moderate
7,5,40,400,Low
7,5,76,400,Moderate
7,5,70,400,Moderate
7,5,0,400,Low
7,5,40,400,Low
7,5,69,400,Moderate
7,5,37,400,Low
7,5,45,400,Low
7,5,30,400,Low
7,5,38,410,Low
7,5,0,424,Low
7,5,69,453,Moderate
7,5,84,400,Moderate
7,5,60,400,Low
7,5,85,419,Moderate
7,5,64,400,Low
7,5,61,400,Low
7,5,51,419,Low
7,5,7,410,Low
7,5,21,400,Low
7,5,40,400,Low
7,5,28,400,Low
7,5,42,400,Low
7,5,50,400,Low
7,5,9,400,Low
7,5,16,400,Low
7,5,71,400,Moderate
7,5,41,400,Low
7,5,35,400,Low
7,5,20,400,Low
7,5,76,400,Moderate
7,5,9,400,Low
7,5,35,400,Low
7,5,59,400,Low
7,5,79,418,Moderate
7,5,65,400,Moderate
7,5,28,400,Low
7,5,0,400,Low
7,5,40,400,Low
7,5,38,400,Low
7,5,79,400,Moderate
7,5,58,400,Low
7,5,0,400,Low
7,5,24,400,Low
7,5,6,400,Low
7,5,0,400,Low
7,5,77,400,Moderate
7,5,43,400,Low
7,5,46,400,Low
7,5,46,400,Low
7,5,45,400,Low
7,5,30,400,Low
7,5,85,402,Moderate
7,5,122,400,Moderate
7,5,62,400,Low
7,5,62,456,Low
7,5,0,400,Low
7,5,43,400,Low
7,5,52,400,Low
7,5,57,400,Low
7,5,43,400,Low
7,5,41,400,Low
7,5,1,400,Low
7,5,59,400,Low
7,5,58,400,Low
7,5,39,400,Low
7,5,50,400,Low
7,5,31,400,Low
7,5,64,400,Low
7,5,20,400,Low
7,5,57,400,Low
7,5,50,400,Low
7,5,24,400,Low
7,5,74,400,Moderate
7,5,24,400,Low
7,5,0,400,Low
7,5,22,400,Low
7,5,18,400,Low
7,5,36,400,Low
7,5,34,400,Low
7,5,0,400,Low
7,5,46,400,Low
7,5,45,400,Low
7,5,54,400,Low
7,5,56,400,Low
7,5,0,400,Low
7,5,32,400,Low
7,5,62,400,Low
7,5,32,400,Low
7,5,17,400,Low
7,5,73,400,Moderate
7,5,59,400,Low
7,5,62,400,Low
7,5,93,400,Moderate
7,5,6,400,Low
7,5,37,400,Low
7,5,78,400,Moderate
7,5,71,400,Moderate
7,5,65,400,Moderate
7,5,0,400,Low
7,5,2,400,Low
7,5,50,400,Low
7,5,30,400,Low
7,5,18,400,Low
7,5,11,400,Low
7,5,22,400,Low
7,5,8,400,Low
7,5,55,400,Low
7,5,62,400,Low
7,5,79,400,Moderate
7,5,90,400,Moderate
7,5,31,400,Low
7,5,38,400,Low
7,5,30,400,Low
7,5,114,400,Moderate
7,5,36,400,Low
7,5,25,400,Low
7,5,20,400,Low
7,5,45,406,Low
7,5,5,400,Low
7,5,46,400,Low
7,5,34,400,Low
7,5,38,400,Low
7,5,40,400,Low
7,5,30,400,Low
7,5,54,400,Low
7,5,70,400,Moderate
7,5,62,400,Low
7,5,61,400,Low
7,5,18,400,Low
7,5,110,400,Moderate
7,5,105,400,Moderate
7,5,45,400,Low
7,5,48,456,Low
7,5,0,400,Low
7,5,43,437,Low
7,5,17,400,Low
7,5,49,400,Low
7,5,27,400,Low
7,5,25,400,Low
7,5,23,400,Low
7,5,9,408,Low
7,5,0,400,Low
7,5,56,400,Low
7,5,87,400,Moderate
7,5,39,400,Low
7,5,0,400,Low
7,5,5,433,Low
7,5,31,400,Low
7,5,70,400,Moderate
7,5,112,400,Moderate
7,5,28,400,Low
7,5,13,400,Low
7,5,36,400,Low
7,5,5,400,Low
7,5,25,400,Low
7,5,45,400,Low
7,5,48,400,Low
7,5,112,400,Moderate
7,5,33,400,Low
7,5,76,400,Moderate
7,5,108,400,Moderate
7,5,26,400,Low
7,5,31,400,Low
7,5,27,400,Low
7,5,1,400,Low
7,5,62,400,Low
7,5,31,400,Low
7,5,63,400,Low
7,5,98,400,Moderate
7,5,63,400,Low
7,5,18,400,Low
7,5,25,400,Low
7,5,78,406,Moderate
7,5,74,400,Moderate
7,5,20,400,Low
7,5,57,400,Low
7,5,0,400,Low
7,5,31,400,Low
7,5,69,400,Moderate
7,5,12,400,Low
7,5,50,400,Low
7,5,147,400,Moderate
7,5,70,400,Moderate
7,5,102,400,Moderate
7,5,73,400,Moderate
7,5,49,400,Low
7,5,24,400,Low
7,5,140,400,Moderate
7,5,0,404,Low
7,5,30,400,Low
7,5,91,478,Moderate
7,5,83,444,Moderate
7,5,123,400,Moderate
7,5,65,424,Moderate
7,5,90,400,Moderate
7,5,1,400,Low
7,5,54,425,Low
7,5,42,437,Low
7,5,90,438,Moderate
7,5,152,427,Moderate
7,5,51,442,Low
7,5,74,433,Moderate
7,5,61,400,Low
7,5,79,400,Moderate
7,5,52,444,Low
7,5,76,445,Moderate
7,5,76,400,Moderate
7,5,0,432,Low
7,5,35,400,Low
7,5,99,400,Moderate
7,5,125,400,Moderate
7,5,52,400,Low
7,5,43,400,Low
7,5,71,417,Moderate
7,5,48,400,Low
7,5,49,457,Low
7,5,69,427,Moderate
7,5,70,400,Moderate
7,5,64,478,Low
7,5,91,438,Moderate
7,5,89,433,Moderate
7,5,84,415,Moderate
7,5,58,400,Low
7,5,94,403,Moderate
7,5,35,400,Low
7,5,104,400,Moderate
7,5,92,455,Moderate
7,5,2,436,Low
7,5,67,468,Moderate
7,5,151,414,Moderate
7,5,7,442,Low
7,5,83,400,Moderate
7,5,46,423,Low
7,5,130,417,Moderate
7,5,93,402,Moderate
7,5,24,427,Low
7,5,88,415,Moderate
7,5,86,462,Moderate
7,5,97,400,Moderate
7,5,116,426,Moderate
7,5,60,400,Low
7,5,72,400,Moderate
7,5,102,418,Moderate
7,5,74,400,Moderate
7,5,84,439,Moderate
7,5,52,400,Low
7,5,98,400,Moderate
7,5,112,403,Moderate
7,5,71,400,Moderate
7,5,106,413,Moderate
7,5,83,529,Moderate
7,5,109,436,Moderate
7,5,73,400,Moderate
7,5,75,404,Moderate
7,5,77,479,Moderate
7,5,64,400,Low
7,5,57,400,Low
7,5,94,402,Moderate
7,5,96,422,Moderate
7,5,41,400,Low
7,5,58,400,Low
7,5,73,438,Moderate
7,5,93,400,Moderate
7,5,90,405,Moderate
7,5,65,442,Moderate
7,5,96,400,Moderate
7,5,90,424,Moderate
7,5,97,412,Moderate
7,5,75,441,Moderate
7,5,67,455,Moderate
7,5,67,441,Moderate
7,5,77,400,Moderate
7,5,70,422,Moderate
7,5,83,400,Moderate
7,5,96,400,Moderate
7,5,109,400,Moderate
7,5,109,400,Moderate
7,5,74,400,Moderate
7,5,59,400,Low
7,5,70,409,Moderate
7,5,91,418,Moderate
7,5,92,400,Moderate
7,5,101,400,Moderate
7,5,129,416,Moderate
7,5,89,400,Moderate
7,5,98,476,Moderate
7,5,58,458,Low
7,5,95,561,Moderate
7,5,100,402,Moderate
7,5,103,413,Moderate
7,5,103,469,Moderate
7,5,62,464,Low
7,5,79,617,Moderate
7,5,100,431,Moderate
7,5,107,458,Moderate
7,5,95,456,Moderate
7,5,121,488,Moderate
7,5,93,422,Moderate
7,5,81,440,Moderate
7,5,100,400,Moderate
7,5,0,437,Low
7,5,70,400,Moderate
7,5,54,400,Low
7,5,83,400,Moderate
7,5,102,407,Moderate
7,5,82,409,Moderate
7,5,97,400,Moderate
7,5,90,442,Moderate
7,5,86,405,Moderate
7,5,131,416,Moderate
7,5,58,412,Low
7,5,76,400,Moderate
7,5,24,445,Low
7,5,91,400,Moderate
7,5,114,400,Moderate
7,5,56,425,Low
7,5,101,400,Moderate
7,5,123,400,Moderate
7,5,47,400,Low
7,5,69,417,Moderate
7,5,95,470,Moderate
7,5,136,400,Moderate
7,5,145,445,Moderate
7,5,83,400,Moderate
7,5,137,446,Moderate
7,5,164,408,Moderate
7,5,127,514,Moderate
7,5,138,400,Moderate
7,5,141,400,Moderate
7,5,112,423,Moderate
7,5,152,419,Moderate
7,5,92,486,Moderate
7,5,108,474,Moderate
7,5,122,449,Moderate
7,5,120,487,Moderate
7,5,69,524,Moderate
7,5,86,442,Moderate
7,5,88,417,Moderate
7,5,81,448,Moderate
7,5,103,456,Moderate
7,5,101,413,Moderate
7,5,74,415,Moderate
7,5,74,411,Moderate
7,5,50,400,Low
7,5,96,458,Moderate
7,5,34,405,Low
7,5,88,405,Moderate
7,5,85,400,Moderate
7,5,92,400,Moderate
7,5,89,400,Moderate
7,5,126,400,Moderate
7,5,71,419,Moderate
7,5,104,400,Moderate
7,5,48,410,Low
7,5,133,400,Moderate
7,5,100,403,Moderate
7,5,88,400,Moderate
7,5,40,400,Low
7,5,73,448,Moderate
7,5,93,400,Moderate
7,5,109,401,Moderate
7,5,78,433,Moderate
7,5,59,416,Low
7,5,101,400,Moderate
7,5,94,431,Moderate
7,5,65,548,Moderate
7,5,82,431,Moderate
7,5,95,427,Moderate
7,5,78,497,Moderate
7,5,81,400,Moderate
7,5,35,400,Low
7,5,108,444,Moderate
7,5,68,400,Moderate
7,5,117,400,Moderate
7,5,79,448,Moderate
7,5,111,400,Moderate
7,5,79,400,Moderate
7,5,76,400,Moderate
7,5,110,400,Moderate
7,5,79,408,Moderate
7,5,66,400,Moderate
7,5,105,400,Moderate
7,5,117,425,Moderate
7,5,100,447,Moderate
7,5,90,400,Moderate
7,5,79,400,Moderate
7,5,103,400,Moderate
7,5,71,400,Moderate
7,5,83,400,Moderate
7,5,76,400,Moderate
7,5,47,400,Low
7,5,95,400,Moderate
7,5,60,400,Low
7,5,48,403,Low
7,5,96,400,Moderate
7,5,127,420,Moderate
7,5,77,401,Moderate
7,5,131,400,Moderate
7,5,111,400,Moderate
7,5,109,400,Moderate
7,5,75,400,Moderate
7,5,122,400,Moderate
7,5,51,400,Low
7,5,120,400,Moderate
7,5,101,413,Moderate
7,5,71,400,Moderate
7,5,133,400,Moderate
7,5,51,400,Low
7,5,74,499,Moderate
7,5,77,400,Moderate
7,5,104,403,Moderate
7,5,149,400,Moderate
7,5,33,400,Low
7,5,0,400,Low
7,5,78,400,Moderate
7,5,84,407,Moderate
7,5,85,400,Moderate
7,5,54,400,Low
7,5,124,431,Moderate
7,5,75,400,Moderate
7,5,72,421,Moderate
7,5,95,400,Moderate
7,5,76,510,Moderate
7,5,112,437,Moderate
7,5,111,400,Moderate
7,5,98,539,Moderate
7,5,57,513,Low
7,5,38,400,Low
7,5,80,439,Moderate
7,5,54,400,Low
7,5,103,400,Moderate
7,5,71,400,Moderate
7,5,107,400,Moderate
7,5,120,484,Moderate
7,5,79,400,Moderate
7,5,91,400,Moderate
7,5,90,402,Moderate
7,5,187,400,Moderate
7,5,14,412,Low
7,5,74,400,Moderate
7,5,99,400,Moderate
7,5,89,400,Moderate
7,5,2,400,Low
7,5,142,400,Moderate
7,5,60,400,Low
7,5,74,404,Moderate
7,5,109,400,Moderate
7,5,103,400,Moderate
7,5,78,400,Moderate
7,5,82,451,Moderate
7,5,61,408,Low
7,5,27,400,Low
7,5,93,400,Moderate
7,5,89,400,Moderate
7,5,32,400,Low
7,5,107,422,Moderate
7,5,100,422,Moderate
7,5,84,443,Moderate
7,5,104,474,Moderate
7,5,69,433,Moderate
7,5,101,400,Moderate
7,5,86,400,Moderate
7,5,130,433,Moderate
7,5,107,400,Moderate
7,5,100,433,Moderate
7,5,153,409,Moderate
7,5,90,464,Moderate
7,5,99,414,Moderate
7,5,106,428,Moderate
7,5,73,510,Moderate
7,5,95,412,Moderate
7,5,159,462,Moderate
7,5,125,450,Moderate
7,5,110,420,Moderate
7,5,83,403,Moderate
7,5,102,400,Moderate
7,5,110,422,Moderate
7,5,100,441,Moderate
7,5,100,467,Moderate
7,5,92,436,Moderate
7,5,105,451,Moderate
7,5,36,400,Low
7,5,124,400,Moderate
7,5,71,400,Moderate
7,5,120,426,Moderate
7,5,119,400,Moderate
7,5,39,400,Low
7,5,129,400,Moderate
7,5,142,440,Moderate
7,5,115,400,Moderate
7,5,91,401,Moderate
7,5,128,459,Moderate
7,5,83,400,Moderate
7,5,28,402,Low
7,5,83,400,Moderate
7,5,82,400,Moderate
7,5,74,400,Moderate
7,5,42,400,Low
7,5,92,400,Moderate
7,5,72,400,Moderate
7,5,52,400,Low
7,5,69,427,Moderate
7,5,51,400,Low
7,5,44,400,Low
7,5,41,400,Low
7,5,65,400,Moderate
7,5,64,400,Low
7,5,83,400,Moderate
7,5,37,400,Low
7,5,55,400,Low
7,5,117,400,Moderate
7,5,0,403,Low
7,5,15,400,Low
7,5,38,400,Low
7,5,27,400,Low
7,5,111,400,Moderate
7,5,14,407,Low
7,5,99,400,Moderate
7,5,55,437,Low
7,5,86,400,Moderate
7,5,66,400,Moderate
7,5,89,400,Moderate
7,5,64,400,Low
7,5,36,467,Low
7,5,52,436,Low
7,5,70,400,Moderate
7,5,43,400,Low
7,5,57,407,Low
7,5,71,400,Moderate
7,5,87,400,Moderate
7,5,78,400,Moderate
7,5,67,400,Moderate
7,5,98,400,Moderate
7,5,94,440,Moderate
7,5,96,400,Moderate
7,5,97,400,Moderate
7,5,65,400,Moderate
7,5,104,400,Moderate
7,5,136,400,Moderate
7,5,81,400,Moderate
7,5,79,400,Moderate
7,5,20,400,Low
7,5,61,400,Low
7,5,71,400,Moderate
7,5,143,400,Moderate
7,5,60,400,Low
7,5,60,400,Low
7,5,68,426,Moderate
7,5,66,400,Moderate
7,5,103,400,Moderate
7,5,50,478,Low
7,5,172,400,Moderate
7,5,72,400,Moderate
7,5,99,400,Moderate
7,5,63,400,Low
7,5,132,400,Moderate
7,5,51,400,Low
7,5,71,400,Moderate
7,5,85,413,Moderate
7,5,48,408,Low
7,5,56,400,Low
7,5,77,400,Moderate
7,5,71,400,Moderate
7,5,59,400,Low
7,5,57,400,Low
7,5,60,400,Low
